date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2018-03-23,2.63,2.64,2.5,2.51,2797269,2797269,-0.07,-2.713,2.5716,"Mar 23, 18",0.024489795918367186
2018-03-26,2.59,2.6,2.505,2.55,2651966,2651966,0.04,1.594,2.5609,"Mar 26, 18",0.040816326530612096
2018-03-27,2.59,2.59,2.47,2.49,2295536,2295536,-0.06,-2.353,2.5174,"Mar 27, 18",0.01632653061224491
2018-03-28,2.42,2.48,2.38,2.46,1899302,1899302,-0.03,-1.205,2.439,"Mar 28, 18",0.004081632653061137
2018-03-29,2.51,2.67,2.51,2.63,5718650,5718650,0.17,6.911,2.6164,"Mar 29, 18",0.07346938775510192
2018-04-02,2.68,2.69,2.6,2.66,1668906,1668906,0.03,1.141,2.6442,"Apr 2, 18",0.08571428571428569
2018-04-03,2.69,2.705,2.57,2.6,1256828,1256828,-0.06,-2.256,2.6266,"Apr 3, 18",0.061224489795918324
2018-04-04,2.53,2.56,2.47,2.54,2832514,2832514,-0.06,-2.308,2.5233,"Apr 4, 18",0.03673469387755096
2018-04-05,2.62,2.675,2.594,2.62,4483348,4483348,0.08,3.15,2.6338,"Apr 5, 18",0.06938775510204079
2018-04-06,2.59,2.61,2.5,2.52,1808876,1808876,-0.1,-3.817,2.5362,"Apr 6, 18",0.028571428571428505
2018-04-09,2.52,2.52,2.44,2.44,2259073,2259073,-0.08,-3.175,2.4829,"Apr 9, 18",-0.0040816326530613185
2018-04-10,2.48,2.51,2.46,2.46,1673029,1673029,0.02,0.82,2.4819,"Apr 10, 18",0.004081632653061137
2018-04-11,2.51,2.6,2.495,2.55,4532131,4532131,0.09,3.659,2.5637,"Apr 11, 18",0.040816326530612096
2018-04-12,2.6,2.62,2.57,2.59,1253638,1253638,0.04,1.569,2.5953,"Apr 12, 18",0.05714285714285701
2018-04-13,2.61,2.62,2.52,2.53,1725656,1725656,-0.06,-2.317,2.5603,"Apr 13, 18",0.03265306122448964
2018-04-16,2.52,2.53,2.45,2.49,1888542,1888542,-0.04,-1.581,2.4835,Apr 16,0.01632653061224491
2018-04-17,2.52,2.57,2.5,2.54,1268195,1268195,0.05,2.008,2.5423,Apr 17,0.03673469387755096
2018-04-18,2.6,2.74,2.6,2.73,5694486,5694486,0.19,7.48,2.687,Apr 18,0.1142857142857142
2018-04-19,2.7243,2.75,2.7,2.74,4952199,4952199,0.01,0.366,2.721,Apr 19,0.11836734693877551
2018-04-20,2.72,2.75,2.625,2.65,5017727,5017727,-0.09,-3.285,2.7023,Apr 20,0.08163265306122437
2018-04-23,2.62,2.68,2.595,2.63,1711562,1711562,-0.02,-0.755,2.6359,Apr 23,0.07346938775510192
2018-04-24,2.64,2.68,2.58,2.63,1896481,1896481,0,0,2.6281,Apr 24,0.07346938775510192
2018-04-25,2.58,2.61,2.53,2.59,1451430,1451430,-0.04,-1.521,2.5791,Apr 25,0.05714285714285701
2018-04-26,2.61,2.66,2.59,2.64,1502758,1502758,0.05,1.931,2.6256,Apr 26,0.07755102040816324
2018-04-27,2.66,2.67,2.56,2.56,2114225,2114225,-0.08,-3.03,2.6014,Apr 27,0.04489795918367342
2018-04-30,2.58,2.59,2.49,2.51,2044476,2044476,-0.05,-1.953,2.5209,Apr 30,0.024489795918367186
2018-05-01,2.49,2.55,2.415,2.5,4286719,4286719,-0.01,-0.398,2.4935,May 1,0.020408163265306048
2018-05-02,2.54,2.585,2.5,2.5,2386438,2386438,0,0,2.544,May 2,0.020408163265306048
2018-05-03,2.5,2.5,2.39,2.43,1534597,1534597,-0.07,-2.8,2.4391,May 3,-0.008163265306122455
2018-05-04,2.42,2.5,2.405,2.45,1710615,1710615,0.02,0.823,2.46,May 4,0
2018-05-07,2.43,2.47,2.35,2.35,1561269,1561269,-0.1,-4.082,2.3927,May 7,-0.040816326530612276
2018-05-08,2.38,2.39,2.3,2.35,3337020,3337020,0,0,2.3398,May 8,-0.040816326530612276
2018-05-09,2.35,2.4,2.34,2.39,2623511,2623511,0.04,1.702,2.3784,May 9,-0.024489795918367366
2018-05-10,2.45,2.52,2.43,2.5,3800417,3800417,0.11,4.603,2.484,May 10,0.020408163265306048
2018-05-11,2.58,2.61,2.5,2.53,1561923,1561923,0.03,1.2,2.5526,May 11,0.03265306122448964
2018-05-14,2.62,2.67,2.56,2.61,3549130,3549130,0.08,3.162,2.6191,May 14,0.06530612244897946
2018-05-15,2.52,2.63,2.49,2.56,3094965,3094965,-0.05,-1.916,2.5803,May 15,0.04489795918367342
