date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2017-11-28,10.7127,11.0815,10.6739,10.9941,47030160,47030160,0.40755,3.85,10.9294,"Nov 28, 17",0.3313755646245322
2017-11-29,10.9068,10.9747,10.6642,10.6836,28598110,28598110,-0.310513,-2.824,10.7789,"Nov 29, 17",0.29377429550601264
2017-11-30,10.6545,10.6836,10.3149,10.3828,30420329,30420329,-0.300811,-2.816,10.4304,"Nov 30, 17",0.2573476876127735
2017-12-01,10.4992,10.7079,10.3634,10.5769,24424326,24424326,0.194071,1.869,10.5573,"Dec 1, 17",0.2808530220279255
2017-12-04,10.8195,11.0718,10.7709,10.9844,43755529,43755529,0.407549,3.853,10.9513,"Dec 4, 17",0.33020090339925173
2017-12-05,11.1009,11.13,10.7418,10.7418,31164212,31164212,-0.242589,-2.208,10.9107,"Dec 5, 17",0.3008222628576964
2017-12-06,10.6836,10.7612,10.5575,10.6739,22513775,22513775,-0.067923,-0.632,10.6607,"Dec 6, 17",0.29259963428073194
2017-12-07,10.2567,10.441,10.2372,10.4216,20019171,20019171,-0.252292,-2.364,10.363,"Dec 7, 17",0.26204633251389614
2017-12-08,10.5284,10.5672,10.3828,10.4604,22964076,22964076,0.038813,0.372,10.4645,"Dec 8, 17",0.26674497741501874
2017-12-11,10.5284,10.6157,10.4798,10.5186,18821110,18821110,0.058221,0.557,10.5521,"Dec 11, 17",0.2737929447667025
2017-12-12,10.3246,10.7321,10.3246,10.7321,29650844,29650844,0.213478,2.03,10.5507,"Dec 12, 17",0.29964760163241594
2017-12-13,10.6351,10.6933,10.5429,10.6545,25430219,25430219,-0.077628,-0.723,10.6255,"Dec 13, 17",0.2902503118301707
2017-12-14,10.5186,10.6448,10.5089,10.5672,21399156,21399156,-0.087333,-0.82,10.5661,"Dec 14, 17",0.2796783608026448
2017-12-15,10.7224,10.9456,10.703,10.8389,30571784,30571784,0.271699,2.571,10.8415,"Dec 15, 17",0.312580985020042
2017-12-18,11.0669,11.2367,11.0426,11.2076,23132777,23132777,0.368736,3.402,11.1615,"Dec 18, 17",0.3572302214902454
2017-12-19,11.1736,11.2561,11.1106,11.2173,17696601,17696601,0.009704,0.087,11.1761,"Dec 19, 17",0.3584048827155261
2017-12-20,11.3726,11.586,11.3435,11.5181,27767518,27767518,0.30081,2.682,11.4912,"Dec 20, 17",0.3948314906087652
2017-12-21,11.5763,11.7219,11.5375,11.6928,22879237,22879237,0.174665,1.516,11.6315,"Dec 21, 17",0.4159875025733558
