date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2018-02-23,14.0422,14.062,13.8642,14.0422,27465392,27465392,0.217556,1.574,13.9692,"Feb 23, 18",0.7004977172820519
2018-02-26,14.3389,14.507,14.2003,14.4872,26454310,26454310,0.444999,3.169,14.3528,"Feb 26, 18",0.754386814730494
2018-02-27,14.4081,14.4575,14.154,14.329,27432468,27432468,-0.158222,-1.092,14.2854,"Feb 27, 18",0.7352289378398345
2018-02-28,14.2202,14.255,13.5577,13.5774,35671107,35671107,-0.751555,-5.245,13.9514,"Feb 28, 18",0.6442108577448927
2018-03-01,13.6961,13.8049,13.261,13.4291,30551390,30551390,-0.148333,-1.092,13.5092,"Mar 1, 18",0.6262518618985916
2018-03-02,13.172,13.2709,12.9,13.2412,25153139,25153139,-0.187889,-1.399,13.0739,"Mar 2, 18",0.6034973418748562
2018-03-05,13.0335,13.3005,12.9445,13.2709,18988171,18988171,0.029667,0.224,13.1611,"Mar 5, 18",0.607093985007932
2018-03-06,13.6763,13.6961,13.3203,13.3797,19124472,19124472,0.108778,0.82,13.4972,"Mar 6, 18",0.6202695665863376
2018-03-07,13.14,13.25,12.96,13.14,22644455,22644455,-0.239655,-1.791,13.0905,"Mar 7, 18",0.5912421134214129
2018-03-08,12.93,12.93,12.6,12.68,23915404,23915404,-0.46,-3.501,12.7056,"Mar 8, 18",0.5355365295421243
2018-03-09,12.71,12.96,12.71,12.89,19224552,19224552,0.21,1.656,12.8607,"Mar 9, 18",0.5609673395739735
2018-03-12,12.94,13.03,12.81,13,14537612,14537612,0.11,0.853,12.9382,"Mar 12, 18",0.5742882400668468
2018-03-13,13.04,13.135,12.835,12.9,25006748,25006748,-0.1,-0.769,12.9443,"Mar 13, 18",0.562178330527871
2018-03-14,13.18,13.27,12.98,13.04,14642957,14642957,0.14,1.085,13.1059,"Mar 14, 18",0.5791322038824369
2018-03-15,12.95,12.96,12.765,12.85,14517357,14517357,-0.19,-1.457,12.8451,"Mar 15, 18",0.5561233757583831
2018-03-16,12.79,12.92,12.775,12.8,16524933,16524933,-0.05,-0.389,12.8361,"Mar 16, 18",0.5500684209888953
2018-03-19,12.47,12.53,12.33,12.47,24253192,24253192,-0.33,-2.578,12.4426,"Mar 19, 18",0.5101057195102754
2018-03-20,12.47,12.68,12.35,12.55,14800801,14800801,0.08,0.642,12.5403,"Mar 20, 18",0.5197936471414559
2018-03-21,12.55,13,12.55,12.99,31293278,31293278,0.44,3.506,12.8803,"Mar 21, 18",0.5730772491129492
2018-03-22,12.63,12.79,12.56,12.58,29232914,29232914,-0.41,-3.156,12.6722,"Mar 22, 18",0.5234266200031487
2018-03-23,12.51,12.76,12.41,12.51,22766208,22766208,-0.07,-0.556,12.6014,"Mar 23, 18",0.5149496833258655
2018-03-26,12.76,12.78,12.55,12.69,15387274,15387274,0.18,1.439,12.6667,"Mar 26, 18",0.5367475204960219
2018-03-27,12.7,12.7,12.17,12.23,19889161,19889161,-0.46,-3.625,12.3823,"Mar 27, 18",0.48104193661673356
2018-03-28,12.1,12.49,11.93,12.45,37067350,37067350,0.22,1.799,12.2273,"Mar 28, 18",0.5076837376024801
2018-03-29,12.59,12.89,12.59,12.72,23227097,23227097,0.27,2.169,12.761,"Mar 29, 18",0.5403804933577148
2018-04-02,12.83,13.07,12.78,12.91,26529110,26529110,0.19,1.494,12.9531,"Apr 2, 18",0.5633893214817686
2018-04-03,13.07,13.105,12.72,12.78,15174937,15174937,-0.13,-1.007,12.8531,"Apr 3, 18",0.5476464390811
2018-04-04,12.44,12.72,12.345,12.65,17570320,17570320,-0.13,-1.017,12.5496,"Apr 4, 18",0.5319035566804317
2018-04-05,12.99,13.12,12.82,12.95,18417635,18417635,0.3,2.372,12.9905,"Apr 5, 18",0.5682332852973587
2018-04-06,12.69,12.84,12.47,12.66,14968578,14968578,-0.29,-2.239,12.6244,"Apr 6, 18",0.5331145476343292
2018-04-09,12.61,12.7,12.41,12.5,17475649,17475649,-0.16,-1.264,12.5429,"Apr 9, 18",0.513738692371968
2018-04-10,12.85,13.115,12.755,13.1,23962302,23962302,0.6,4.8,12.9602,"Apr 10, 18",0.5863981496058225
2018-04-11,13.1,13.2,12.97,13.14,20759580,20759580,0.04,0.305,13.0987,"Apr 11, 18",0.5912421134214129
2018-04-12,13.15,13.225,13.02,13.08,10912011,10912011,-0.06,-0.457,13.1165,"Apr 12, 18",0.5839761676980273
2018-04-13,13.19,13.23,12.99,13.12,11154520,11154520,0.04,0.306,13.1109,"Apr 13, 18",0.5888201315136176
2018-04-16,13.11,13.12,12.88,12.98,11267790,11267790,-0.14,-1.067,12.9551,Apr 16,0.5718662581590517
2018-04-17,13.12,13.4766,13.09,13.44,21523291,21523291,0.46,3.544,13.3668,Apr 17,0.6275718420383399
2018-04-18,13.83,14.1847,13.82,14.01,31348230,31348230,0.57,4.241,14.0548,Apr 18,0.6965983264105017
2018-04-19,14.02,14.16,13.92,14.12,19540774,19540774,0.11,0.785,14.0623,Apr 19,0.709919226903375
2018-04-20,13.95,14.0499,13.85,14,15848535,15848535,-0.12,-0.85,13.9538,Apr 20,0.6953873354566041
2018-04-23,13.74,13.95,13.65,13.74,15413664,15413664,-0.26,-1.857,13.787,Apr 23,0.6639015706552672
2018-04-24,13.83,14.02,13.78,13.95,30104030,30104030,0.21,1.528,13.9155,Apr 24,0.6893323806871162
2018-04-25,13.65,13.8699,13.52,13.68,26220801,26220801,-0.27,-1.935,13.686,Apr 25,0.6566356249318818
2018-04-26,13.72,14.07,13.59,14,21626390,21626390,0.32,2.339,13.8624,Apr 26,0.6953873354566041
2018-04-27,14.1,14.11,13.765,13.95,20651344,20651344,-0.05,-0.357,13.9178,Apr 27,0.6893323806871162
2018-04-30,13.89,14.03,13.825,13.84,13101654,13101654,-0.11,-0.789,13.9057,Apr 30,0.676011480194243
2018-05-01,13.91,13.91,13.4,13.54,15790210,15790210,-0.3,-2.168,13.5352,May 1,0.6396817515773157
2018-05-02,13.79,13.92,13.67,13.73,17546020,17546020,0.19,1.403,13.8014,May 2,0.6626905797013697
2018-05-03,13.79,13.98,13.62,13.89,19727339,19727339,0.16,1.165,13.834,May 3,0.6820664349637309
2018-05-04,13.9,14.17,13.87,14.08,19284665,19284665,0.19,1.368,14.0527,May 4,0.7050752630877848
2018-05-07,13.96,14.03,13.825,13.85,14285864,14285864,-0.23,-1.634,13.9167,May 7,0.6772224711481405
2018-05-08,13.72,13.92,13.68,13.74,24389229,24389229,-0.11,-0.794,13.7932,May 8,0.6639015706552672
2018-05-09,13.78,13.985,13.7,13.93,17699753,17699753,0.19,1.383,13.8474,May 9,0.6869103987793211
2018-05-10,14.17,14.4752,14.16,14.44,20393909,20393909,0.51,3.661,14.3549,May 10,0.7486709374280974
2018-05-11,14.59,14.95,14.48,14.61,22860863,22860863,0.17,1.177,14.694,May 11,0.7692577836443562
2018-05-14,14.83,15,14.74,14.97,24825235,24825235,0.36,2.464,14.908,May 14,0.812853457984669
2018-05-15,14.58,14.93,14.47,14.91,23023465,23023465,-0.06,-0.401,14.7474,May 15,0.8055875122612834
